age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
25,10,1,7,0,1,0,2,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,10,1,7,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
41,2,2,3,-1,0,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
56,1,2,6,0,1,0,2,5,2,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
55,2,2,4,-1,0,1,2,5,2,7,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,5,2,4,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
55,2,2,2,-1,1,0,1,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
41,2,2,3,-1,0,1,2,5,2,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
49,3,2,6,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,8,1,5,0,0,1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
29,10,1,6,0,1,1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,10,1,4,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,7,2,4,0,-1,-1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
37,10,1,6,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,10,1,7,0,0,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
47,2,2,4,0,0,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
48,1,3,6,0,0,0,2,5,2,9,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
22,2,2,4,0,-1,-1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,1,1,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,2,1,4,0,1,1,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,1,1,4,0,1,0,2,5,2,3,9,1,1,-1.8,92.89299999999999,-46.2,1.291,5099.1
43,1,1,6,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
50,2,2,4,-1,0,1,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,11,2,7,0,1,0,2,5,2,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
29,1,2,5,0,0,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,9,1,5,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
30,10,1,7,0,0,0,1,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,10,2,7,0,1,0,2,5,2,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
43,2,2,2,0,0,0,2,5,2,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
48,2,2,4,0,0,1,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,2,2,4,-1,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
45,2,2,3,0,1,0,1,5,2,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,5,1,6,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,2,1,4,0,1,0,1,5,2,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,2,2,4,0,0,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
40,8,1,5,0,1,0,2,5,2,6,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,10,1,7,0,0,0,2,5,2,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,10,2,7,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,5,1,6,-1,1,1,1,5,2,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
44,1,3,5,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,2,2,3,-1,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
53,10,2,7,0,0,0,2,5,2,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
39,1,2,6,0,0,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
45,2,2,2,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,10,3,7,0,1,1,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
24,1,1,5,-1,0,0,1,5,2,6,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
42,8,2,3,0,0,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
40,8,1,5,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
57,2,2,3,-1,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
43,2,2,2,0,1,1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,1,2,5,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,10,2,7,0,0,0,2,5,2,6,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,2,2,2,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
41,2,2,3,0,0,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,8,2,5,0,1,0,2,5,2,6,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,10,1,7,0,1,0,1,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
49,10,3,7,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,10,1,6,0,0,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,8,2,5,0,0,0,2,5,2,4,1,2,1,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,1,1,6,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,2,1,5,0,1,1,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
29,2,2,4,0,1,0,1,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,8,1,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,2,2,3,0,0,1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,2,1,2,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
51,2,3,2,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
30,9,1,6,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,10,1,6,0,1,1,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,8,1,5,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,10,1,6,-1,1,0,2,5,2,4,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,4,1,5,0,0,0,2,5,2,7,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,1,2,5,0,1,1,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,2,2,5,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,9,1,6,-1,0,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
59,4,3,3,-1,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
36,2,2,-1,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
36,2,1,6,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,3,2,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,1,3,6,0,0,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,2,2,2,0,0,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,8,2,3,0,0,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,2,2,4,0,0,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,8,1,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
57,6,3,4,0,1,0,1,5,2,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
36,8,3,4,0,0,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,5,1,6,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
36,8,1,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
43,2,2,4,0,1,1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,8,3,5,0,1,0,2,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,9,1,6,-1,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
29,8,2,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
37,10,1,6,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,2,1,7,0,0,0,2,5,2,6,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
30,7,2,7,0,1,0,2,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
45,1,2,6,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,10,1,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,5,2,6,0,1,0,1,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,10,1,5,0,0,0,1,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,10,3,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,8,3,3,0,1,0,1,5,2,2,10,1,1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,5,1,7,0,1,0,2,5,2,10,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,10,2,7,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
46,1,2,4,-1,0,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,2,2,4,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
46,10,2,7,0,1,0,1,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
49,1,3,5,0,1,0,2,5,2,4,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
47,2,3,2,-1,0,0,2,5,2,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,1,1,6,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,8,1,5,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,1,1,5,0,1,1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
46,5,2,5,-1,0,0,2,5,2,4,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
46,2,2,4,-1,0,0,1,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
54,2,2,2,0,0,0,1,5,2,6,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
48,1,3,6,0,0,0,1,5,2,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,1,1,5,0,0,0,1,5,2,4,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,8,2,5,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
50,3,2,6,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
41,10,1,7,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
36,8,3,4,0,0,0,2,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,2,2,2,0,0,0,2,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,10,1,7,0,0,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
44,1,3,5,0,1,0,2,5,2,8,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
36,10,2,7,0,0,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
42,2,2,2,0,1,0,1,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,1,2,5,0,-1,-1,2,5,2,6,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,7,1,6,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
59,1,3,6,-1,-1,-1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,10,2,4,0,0,0,1,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,2,2,5,0,-1,-1,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,2,1,7,0,0,0,2,5,2,6,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,5,2,4,-1,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
28,11,2,5,-1,1,0,1,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
29,10,1,7,0,0,0,1,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,1,1,5,0,0,0,2,5,2,6,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
37,8,3,3,0,0,0,1,5,2,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
26,7,2,2,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,8,2,5,-1,0,1,2,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,2,1,2,0,0,1,2,5,2,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,2,2,3,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
53,10,2,3,-1,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,1,2,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
53,10,2,7,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,1,3,6,0,0,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
32,1,1,6,0,0,0,2,5,2,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
49,2,2,5,0,1,0,2,5,2,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
42,7,3,5,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,2,2,4,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,10,2,5,-1,0,0,1,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
30,1,2,6,0,0,0,2,5,2,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,1,2,5,0,0,0,2,5,2,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
42,8,1,5,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,2,2,2,0,0,1,1,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
42,2,2,2,0,0,0,1,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
53,7,2,4,0,1,0,2,5,2,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
38,9,3,-1,0,1,0,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,2,2,4,-1,1,1,1,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
27,2,1,4,0,1,0,2,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
33,2,2,4,0,1,0,1,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
25,9,1,6,0,1,1,2,5,2,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
43,2,2,3,0,0,0,2,5,2,7,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,1,1,5,0,0,0,2,5,2,4,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,2,1,5,0,1,1,1,5,2,6,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
55,2,3,4,0,0,0,2,5,2,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
34,1,2,5,0,1,0,1,5,2,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
31,10,2,5,-1,1,1,1,5,2,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.291,5099.1
43,10,2,2,0,1,0,1,5,2,7,-1,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1
47,1,3,6,-1,0,0,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
35,3,2,6,0,1,0,2,5,3,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
42,8,1,3,0,1,0,2,5,3,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
37,1,3,6,-1,1,0,2,5,3,7,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
38,10,1,7,0,1,0,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
33,2,2,2,0,0,1,2,5,3,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
26,2,1,4,0,1,1,2,5,3,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
30,10,1,5,0,1,0,1,5,3,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
26,9,1,5,0,0,0,1,5,3,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
39,1,2,4,-1,1,0,1,5,3,6,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
27,1,1,5,0,1,1,2,5,3,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
43,2,2,3,-1,1,0,1,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
25,1,2,5,0,1,0,2,5,3,4,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
26,9,1,5,0,1,1,1,5,3,4,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
33,2,1,6,0,1,1,2,5,3,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
55,5,2,2,0,1,1,2,5,3,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
40,2,1,4,0,1,1,2,5,3,7,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
35,10,1,6,0,1,1,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
38,7,2,4,0,1,1,2,5,3,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
41,8,2,5,0,1,1,2,5,3,8,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
29,5,3,4,0,1,1,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
53,8,2,5,0,1,0,1,5,3,6,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
34,8,3,3,-1,1,0,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
55,2,3,2,-1,1,0,2,5,3,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
38,2,1,4,0,1,0,1,5,3,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
51,2,3,4,0,0,0,2,5,3,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
57,1,2,2,-1,1,0,2,5,3,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
24,4,2,4,0,1,0,2,5,3,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
47,2,2,2,-1,1,0,2,5,3,7,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
35,1,1,5,0,1,0,2,5,3,5,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
32,2,2,3,-1,1,0,2,5,3,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
34,8,3,3,-1,-1,-1,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
43,7,3,4,0,1,0,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,3,4,-1,1,0,2,5,3,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
53,2,1,-1,0,1,0,2,5,3,4,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
42,8,2,5,0,1,1,2,5,3,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,3,4,-1,0,0,2,5,3,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
43,1,2,5,0,1,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
43,1,2,5,0,1,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,2,4,-1,1,0,1,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
26,9,1,5,0,0,0,1,5,3,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
37,2,2,4,0,0,0,2,5,3,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,2,4,-1,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
28,2,1,3,0,0,0,2,5,3,3,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
29,2,1,4,0,1,0,1,5,3,7,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
37,1,3,6,-1,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
55,2,3,2,-1,0,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
37,8,2,4,-1,1,0,1,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
31,2,2,4,-1,1,1,2,5,3,3,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
29,7,1,7,0,1,0,2,5,3,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
35,2,2,4,0,0,0,2,5,3,6,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
28,2,1,4,0,1,1,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,3,4,0,0,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
35,10,2,7,0,0,0,2,5,3,9,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
29,10,1,7,0,1,0,2,5,3,2,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,3,4,0,1,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
27,2,2,5,0,-1,-1,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
43,2,2,2,0,1,1,2,5,3,6,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,2,3,0,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
30,2,1,5,0,0,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
33,10,1,6,0,0,0,1,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
23,9,1,5,0,1,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
36,2,2,5,0,1,0,1,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
23,8,2,5,0,0,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
29,2,3,4,0,1,1,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
25,2,1,3,-1,0,0,2,5,3,5,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
41,2,2,4,0,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
29,2,2,5,0,1,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
34,1,2,6,0,0,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
41,2,2,4,0,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
34,1,2,6,0,0,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
27,2,1,4,0,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
58,2,2,2,-1,1,1,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
48,1,3,6,0,1,0,1,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
30,2,1,4,0,1,0,2,5,3,2,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
35,7,1,5,0,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
28,10,2,4,0,1,0,2,5,3,1,-1,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1
28,1,2,5,0,1,0,2,5,3,1,-1,0,-1,-1.8,92.89299999999999,-46.2,1.281,5099.1
